mid,publish_time,user_name,user_link,content,source,location_url,location_name,image_urls,weibo_link,forward_num,comment_num,like_num
4671811171910136,2021-08-19 07:40,SimsCHAN,https://weibo.com/7327259614?refer_flag=1001030103_,@waylybaye:我来插一句，我几个月前就在我的 iOS 独立 App DAMA 中首先做了这个功能。虽然我不知道华为是怎么想出来这个功能的，但肯定不是只有华为有   //@李小龙Bruce_Lee: 回复@壹阁_TikKa迪加:SORRY忘了说了，只有华为手机有这个功能//@壹阁_TikKa迪加:要等更新吗？～iOS还没有诶？,iPhone,,,https://wx4.sinaimg.cn/thumb150/0027GPgdly1gtky5wl6bkj60u817ladl02.jpg https://wx3.sinaimg.cn/thumb150/0027GPgdly1gtky5wve30j60tt0wsn0c02.jpg,https://weibo.com/7327259614/Ku88t80UE?refer_flag=1001030103_,0,0,0
4671802946619365,2021-08-19 07:08,锋言Phone语,https://weibo.com/1658749840?refer_flag=1001030103_,聊聊使用华为手机、可穿戴、音频、笔记本、IoT等产品的使用感受吧，内容很多、视频很大，你能看完嘛？#harmonyos体验计划# #数码评测#  L锋言Phone语的微博视频 ​,微博视频号,,,,https://weibo.com/1658749840/Ku7VcrLZX?refer_flag=1001030103_,18,0,0
4671802338968638,2021-08-19 07:05,此刻的Steven,https://weibo.com/1571174903?refer_flag=1001030103_,//@waylybaye:我来插一句，我几个月前就在我的 iOS 独立 App DAMA 中首先做了这个功能。虽然我不知道华为是怎么想出来这个功能的，但肯定不是只有华为有   //@李小龙Bruce_Lee: 回复@壹阁_TikKa迪加:SORRY忘了说了，只有华为手机有这个功能//@壹阁_TikKa迪加:要等更新吗？～iOS还没有诶,坚果 Pro 3,,,https://wx4.sinaimg.cn/thumb150/0027GPgdly1gtky5wl6bkj60u817ladl02.jpg https://wx3.sinaimg.cn/thumb150/0027GPgdly1gtky5wve30j60tt0wsn0c02.jpg,https://weibo.com/1571174903/Ku7UdBD9s?refer_flag=1001030103_,0,0,0
4671798303786147,2021-08-19 06:49,快乐青扬2010,https://weibo.com/2543579625?refer_flag=1001030103_,买华为手机店的一个很重要原因就是华为手机质量过硬，软硬件结合完美,HarmonyOS设备,,,https://wx1.sinaimg.cn/orj360/d827c8d6gy1gtl68w0nftj22tc2407wj.jpg,https://weibo.com/2543579625/Ku7NIfSWT?refer_flag=1001030103_,0,0,0
4671789106725475,2021-08-19 06:13,我骂不过你h,https://weibo.com/6585744495?refer_flag=1001030103_,华为手机 ​,华为手机超话,,,https://wx1.sinaimg.cn/orj360/007bH6Zpgy1gtloogh9ptj30ku11d1gs.jpg,https://weibo.com/6585744495/Ku7ySsdBp?refer_flag=1001030103_,0,0,0
4671778976170144,2021-08-19 05:32,OldPanda,https://weibo.com/1199303274?refer_flag=1001030103_,//@waylybaye:我来插一句，我几个月前就在我的 iOS 独立 App DAMA 中首先做了这个功能。虽然我不知道华为是怎么想出来这个功能的，但肯定不是只有华为有   //@李小龙Bruce_Lee: 回复@壹阁_TikKa迪加:SORRY忘了说了，只有华为手机有这个功能//@壹阁_TikKa迪加:要等更新吗？～iOS还没有诶,新版微博 weibo.com,,,https://wx4.sinaimg.cn/thumb150/0027GPgdly1gtky5wl6bkj60u817ladl02.jpg https://wx3.sinaimg.cn/thumb150/0027GPgdly1gtky5wve30j60tt0wsn0c02.jpg,https://weibo.com/1199303274/Ku7ixpT8s?refer_flag=1001030103_,0,0,0
4671774904025231,2021-08-19 05:16,一个打工人的碎碎念念,https://weibo.com/2291863471?refer_flag=1001030103_,p1：我给Tony老师看到照片，p2：我现在的发色虽然色差有点大，Tony为了挽尊强行摸黑华为手机，说手机拍出来就能是这个效果，但是颜色也还行啦，还是放过Tony老师吧 ​,小米手机,,,https://wx1.sinaimg.cn/thumb150/889b0fafgy1gtlmy1g1i5j20u0141afs.jpg https://wx3.sinaimg.cn/thumb150/889b0fafgy1gtlmy4sg09j20u0140ail.jpg,https://weibo.com/2291863471/Ku7bYgT95?refer_flag=1001030103_,0,0,0
4671769803751786,2021-08-19 04:56,Y寅月拾肆Y,https://weibo.com/6338628590?refer_flag=1001030103_,华为逼脸何在//@waylybaye:我来插一句，我几个月前就在我的 iOS 独立 App DAMA 中首先做了这个功能。虽然我不知道华为是怎么想出来这个功能的，但肯定不是只有华为有   //@李小龙Bruce_Lee: 回复@壹阁_TikKa迪加:SORRY忘了说了，只有华为手机有这个功能//@壹阁_TikKa迪加:要等更新吗？～,微博 HTML5 版,,,https://wx4.sinaimg.cn/thumb150/0027GPgdly1gtky5wl6bkj60u817ladl02.jpg https://wx3.sinaimg.cn/thumb150/0027GPgdly1gtky5wve30j60tt0wsn0c02.jpg,https://weibo.com/6338628590/Ku73KfK0G?refer_flag=1001030103_,0,0,0
4671752871084557,2021-08-19 03:49,公子龙七,https://weibo.com/61342046?refer_flag=1001030103_,偷完UI偷产品呗//@waylybaye:我来插一句，我几个月前就在我的 iOS 独立 App DAMA 中首先做了这个功能。虽然我不知道华为是怎么想出来这个功能的，但肯定不是只有华为有   //@李小龙Bruce_Lee: 回复@壹阁_TikKa迪加:SORRY忘了说了，只有华为手机有这个功能,iPhone客户端,,,https://wx4.sinaimg.cn/thumb150/0027GPgdly1gtky5wl6bkj60u817ladl02.jpg https://wx3.sinaimg.cn/thumb150/0027GPgdly1gtky5wve30j60tt0wsn0c02.jpg,https://weibo.com/61342046/Ku6Cr4y8R?refer_flag=1001030103_,1,0,0
4671747544580397,2021-08-19 03:27,奶糖星冰乐·,https://weibo.com/6850289345?refer_flag=1001030103_,华为手机怎么不防水啊 我之前那部oppo也是防水的呀 完了我 我三月才摔坏了一部手机 现在又坏了 我爸会打死我的吧 ​,新版微博 weibo.com,,,,https://weibo.com/6850289345/Ku6tQjdzn?refer_flag=1001030103_,0,0,0
4671722659775638,2021-08-19 01:49,啥菜菜,https://weibo.com/5079093980?refer_flag=1001030103_,你看我华为手机还有机会吗,nova7你在焦点在,,,,https://weibo.com/5079093980/Ku5PHF15A?refer_flag=1001030103_,0,0,0
4671721770057754,2021-08-19 01:45,锦上添方糖,https://weibo.com/3649049625?refer_flag=1001030103_,董思成有没有家人可以告知一下华为手机怎么用泡泡 流泪了 之前试上ins什么的也完全不行 ​,董思成超话,,,,https://weibo.com/3649049625/Ku5Oh0f1w?refer_flag=1001030103_,0,0,0
4671719980138603,2021-08-19 01:38,柠萌啾啾116,https://weibo.com/7624178634?refer_flag=1001030103_,恋与制作人为什么华为手机收不到小叮咛！！！！！困惑 ​,恋与制作人超话,,,,https://weibo.com/7624178634/Ku5Lo0A3x?refer_flag=1001030103_,0,0,0
4671716792207118,2021-08-19 01:25,1640890711_378,https://weibo.com/1640890711?refer_flag=1001030103_,与realme笔记本的跨屏方案相比，华为笔记本的跨屏方案简直是笑话，华为的设想是用户同时使用华为笔记本和华为手机，如果realme开放平台让非OPPO /vivo系手机使用realme的跨屏方案，华为的笔记本就成大笑话（） ​,新版微博 weibo.com,,,,https://weibo.com/1640890711/Ku5Gf9gaG?refer_flag=1001030103_,0,0,0
4671714245738889,2021-08-19 01:15,XABCDEFG,https://weibo.com/6307854227?refer_flag=1001030103_,华为手机还是非常不错的呀，我觉得华为手机性价比还是很不错的,荣耀30 5G,,,https://wx4.sinaimg.cn/thumb150/00677cF1ly1gtl0hkbdcpj62c0340qv502.jpg https://wx2.sinaimg.cn/thumb150/00677cF1ly1gtl0hm8onwj62c0340e8302.jpg https://wx3.sinaimg.cn/thumb150/00677cF1ly1gtl0hnjxlfj62c0340x6r02.jpg https://wx4.sinaimg.cn/thumb150/00677cF1ly1gtl0hoxgg7j62c0340npf02.jpg https://wx2.sinaimg.cn/thumb150/00677cF1ly1gtl0n6g1y9j60vc15s7fx02.jpg https://wx4.sinaimg.cn/thumb150/00677cF1ly1gtl0hq9ahqj62c0340npf02.jpg https://wx3.sinaimg.cn/thumb150/00677cF1ly1gtl0hjkaedj62c0340e8302.jpg https://wx3.sinaimg.cn/thumb150/00677cF1ly1gtl0hqpxr9j61301g0e0f02.jpg https://wx3.sinaimg.cn/thumb150/00677cF1ly1gtl0lxkyacj60vc15swsk02.jpg,https://weibo.com/6307854227/Ku5C8o4WJ?refer_flag=1001030103_,0,0,0
4671713730626432,2021-08-19 01:13,一个人减肥大赛冠军及最后一名,https://weibo.com/3761477245?refer_flag=1001030103_,//@waylybaye:我来插一句，我几个月前就在我的 iOS 独立 App DAMA 中首先做了这个功能。虽然我不知道华为是怎么想出来这个功能的，但肯定不是只有华为有   //@李小龙Bruce_Lee:SORRY忘了说了，只有华为手机有这个功能//@壹阁_TikKa迪加:要等更新吗？～iOS还没有诶？,iPhone,,,https://wx4.sinaimg.cn/thumb150/0027GPgdly1gtky5wl6bkj60u817ladl02.jpg https://wx3.sinaimg.cn/thumb150/0027GPgdly1gtky5wve30j60tt0wsn0c02.jpg,https://weibo.com/3761477245/Ku5Bj2CXK?refer_flag=1001030103_,0,0,0
4671710706796073,2021-08-19 01:01,搞机的风采,https://weibo.com/3788429711?refer_flag=1001030103_,"此小龙非彼小龙。华为李小龙在线教网友使用微信新功能：微信聊天记录双指按压屏幕,选择聊天隐私保护,就可以自动隐意聊天记录头像和呢称截屏有一位苹果用户问：iOS什么时候升级。李小龙回复：只有华为手机支持。 ​",荣耀50 Pro 5G,,,https://wx3.sinaimg.cn/thumb150/0048nRD1gy1gtlfmmyxgrj60i60sen3z02.jpg https://wx3.sinaimg.cn/thumb150/0048nRD1gy1gtlfmnoakaj60yc1qpthl02.jpg,https://weibo.com/3788429711/Ku5wqsvY5?refer_flag=1001030103_,0,0,0
4671707485307500,2021-08-19 00:48,光彬今天结婚了吗,https://weibo.com/7416206522?refer_flag=1001030103_,华为手机用过，平板还没有//@传奇学长:关注我，转发微博+评论，抽送一只小米手环6 @微博抽奖平台 8.20开,iPad,,,,https://weibo.com/7416206522/Ku5remgIQ?refer_flag=1001030103_,0,0,0
4671707174142455,2021-08-19 00:47,测评大魔王,https://weibo.com/2686779614?refer_flag=1001030103_,华为官宣 HMS for Car 登陆奔驰 S 级轿车。可以理解为在奔驰 S 级轿车上可以使用鸿蒙系统服务，也就是华为手机可以和车机系统互动，同时奔驰车机系统可能与 HMS 其他硬件产品进行互动。很有趣的一点是，昨天传出小米可能要造车，今天华为官宣与奔驰合作。两种思路开始产生了差别：一个是自己造车，一个是与车厂合作。我自己的理解：小米造整车，会有很多互联网思维，比如更低的入门价格，可能会带动很多原来不打算买车的用户关注新能源车，成为年轻人的第一辆电动车，但是在初期造车经验肯定弱于传统车企。而华为则继续主打高端定位强化品牌形象，不过高端车的话用户量肯定要少一些，后续需要平衡这个问题。看看两种思路哪种能更快获得市场的认可吧。 收起全文d,微博 weibo.com,,,https://wx3.sinaimg.cn/orj360/719f9f6bly1gnubvvw4uxj20u01hcqf0.jpg,https://weibo.com/2686779614/Ku5qJhnDN?refer_flag=1001030103_,0,0,0
4671705304007387,2021-08-19 00:40,趣评测詹志斌,https://weibo.com/2184853833?refer_flag=1001030103_,卖了500多件了来冲！158元起超低价来冲华为FreeBuds2荣耀Flypods/Pro真无线蓝牙耳机【新增158元荣耀Flypods标准版】京东好评6.6万+售价899元，我们刚刚拿到一批货，特价只要158元起开售来冲！无线充电/ 触控操作/低功耗长续航/骨声纹识别/HWA高清协议/完美兼容华为手机。安卓和苹果都能用，华为手机适配更好9新运输痕迹。就是说充电仓细小划伤轻微使用，耳机新。可以说自用无敌，价格非常香了 购买方式：①：趣评测/华为Freebuds 2/Pro/荣耀Flypods/Pro真无线蓝牙耳机②：在微店 [趣评测商城]店铺，搜索关键词：【华为FreeBuds2】     要问这几款耳机有什么区别，华为的FreeBuds2和Pro区别在于 ①Pro内置了骨声纹传感器，可准确获取佩戴者说话时的骨声纹信息，配合AI人工智能识别技术，自动识别机主身份并解锁手机。而FreeBuds 2则不支持骨声纹，也只能通过手机来调整音量。②Freebuds2红腰线增加CM-H2S丝印， Freebuds2 Pro则没有。③Freebuds2俗称标配版，型号为CM-H2S，产品颜色只有陶瓷白一个颜色，Freebuds2 Pro为高配版，型号为CM-H2，拥有碳晶黑和陶瓷白两个颜色。而华为FreeBuds2 Pro和荣耀FlypodsPro基本上属于同款产品，印的品牌不一样，区别见下图【荣耀Flypods标准版】其依旧采用半入耳式佩戴方式与单体+充电盒设计，13mm的驱动单元还是很够看的。与airpods一样的双击触控，支持HWA高清传输协议，声音表现也可圈可点。耳机续航三小时，加上充电盒续航能够达到20小时，配合华为手机算是很不错的了。【荣耀FlyPods Pro】在外观方面，FlyPods Pro和苹果的AirPods类似，均为蓄电盒和两个独立的半入耳式耳机，但在外观设计上，FlyPods Pro比AirPods更加人性化，由于采用了上下平面的设计，使得它能立在桌面上不倒。当然，这也和荣耀FlyPods Pro加入了无线充电的功能有关。【华为Freebuds2】相比1代又有较大提升。其采用半入耳式设计，并将电池增大。其动圈单元大小为13mm，支持智能佩戴检测，通话降噪，触控操作。单次续航时间为2.5小时，充电盒电量420mAh，续航时间为15小时充电口为USB-C。支持HWA高清蓝牙协议，与华为新款手机配合可以达到更好的传输效果。耳机支持IP54级防尘防水，支持开盒自动连接。【华为Freebuds 2 Pro】采用一贯的半入耳式设计，其动圈单元大小为13mm相比于普通版，pro版本增加了骨声纹识别功能，通过声音验证机主身份，也可通过语音直达支付宝或微信支付界面。支持智能佩戴检测，通话降噪，单次续航时间为2.5小时，充电盒电量420mAh续航时间为15小时。支持HWA高清编码协议，与华为新款手机配合可以达到更好的传输效果。耳机支持IP54级防尘防水，支持开盒自动连接。 收起全文d,趣评测詹志斌的小店,,,https://wx4.sinaimg.cn/thumb150/002nRqhXgy1gtl7aj6v6aj60u01e3jts02.jpg https://wx1.sinaimg.cn/orj360/002nRqhXgy1gtl7aj4ba2j60sg1pnn0802.jpg https://wx4.sinaimg.cn/thumb150/002nRqhXgy1gtl7ai9onbj60ku1i3gq402.jpg https://wx4.sinaimg.cn/thumb150/002nRqhXgy1gtl7ai6z0fj60r40g1aea02.jpg https://wx4.sinaimg.cn/orj360/002nRqhXgy1gtl7ai7pc7j60ku1i1tbv02.jpg https://wx1.sinaimg.cn/thumb150/002nRqhXgy1gtl7aicycij60le1km43902.jpg https://wx4.sinaimg.cn/thumb150/002nRqhXgy1gtl7aieinwj60ku1hzdm202.jpg https://wx4.sinaimg.cn/thumb150/002nRqhXgy1gtl7aitbvyj60le3izqgr02.jpg https://wx1.sinaimg.cn/thumb150/002nRqhXgy1gtl7aijutej60ku15taft02.jpg,https://weibo.com/2184853833/Ku5nIgOvh?refer_flag=1001030103_,1,0,0
4671704754292457,2021-08-19 00:37,种花家的小仙女呀_,https://weibo.com/3476389574?refer_flag=1001030103_,遇见逆水寒这个游戏差不多两年多没碰了吧我以前这么端水的吗好像以前送谁好感度最高送给谁但是优先的都是我的方小侯爷这天煞的怎么会改名字啊方应看多好听啊啊啊啊啊啊啊我真的下载了好多个版本才找回来这个游戏我竟然用了华为手机下载vivo游戏中心才找到它 收起全文d,娇晶晶的HarmonyOS设备,,,https://wx1.sinaimg.cn/thumb150/cf357ec6gy1gtlewjvpytj20xc21cnhw.jpg https://wx1.sinaimg.cn/thumb150/cf357ec6gy1gtlewkh795j20xc21ctt8.jpg https://wx1.sinaimg.cn/thumb150/cf357ec6gy1gtlewl6w4aj20xc21ckba.jpg,https://weibo.com/3476389574/Ku5mPi0Fb?refer_flag=1001030103_,0,0,0
4671703500456743,2021-08-19 00:32,小刺猬的蓝盆友,https://weibo.com/6571615087?refer_flag=1001030103_,为所欲为//@waylybaye:我来插一句，我几个月前就在我的 iOS 独立 App DAMA 中首先做了这个功能。虽然我不知道华为是怎么想出来这个功能的，但肯定不是只有华为有   //@李小龙Bruce_Lee: 回复@壹阁_TikKa迪加:SORRY忘了说了，只有华为手机有这个功能,iPhone客户端,,,https://wx4.sinaimg.cn/thumb150/0027GPgdly1gtky5wl6bkj60u817ladl02.jpg https://wx3.sinaimg.cn/thumb150/0027GPgdly1gtky5wve30j60tt0wsn0c02.jpg,https://weibo.com/6571615087/Ku5kO1UOP?refer_flag=1001030103_,0,0,0
4671703478698638,2021-08-19 00:32,贰薅i,https://weibo.com/6296901902?refer_flag=1001030103_,刚换手机…原手机就能更新鸿蒙系统了体验感真的还不错很有设计感华为自己家的芯片自己家的系统华为现在的处境，想抢个华为手机太难了一定一定能挺过去滴！ ​,OPPO Reno5 Pro+ 5G,,,https://wx3.sinaimg.cn/thumb150/006S99PUly1gtlejq7cftj60u0140tc002.jpg https://wx4.sinaimg.cn/thumb150/006S99PUly1gtlejr17nej62dc35s7wi02.jpg https://wx3.sinaimg.cn/thumb150/006S99PUly1gtlejslnepj62dc35snpf02.jpg https://wx4.sinaimg.cn/thumb150/006S99PUly1gtlejubir0j62dc35su0y02.jpg,https://weibo.com/6296901902/Ku5kLAuUC?refer_flag=1001030103_,0,0,0
4671699758615889,2021-08-19 00:18,城川与你,https://weibo.com/3190268910?refer_flag=1001030103_,小季废话一箩筐3（我最近真的话好多 日-今天早起去工地 哇真的这个假期没起过这么早 头都要没了（此处偷偷批评某只懒懒小猪 今天忘记了两件重要的事 有一件事还让我不开心了一下下 哼！-我今天带了黄帽子 穿了黄背心 真的好似个建筑工人哈 和👷‍♀️真的一模一样了 学姐说：穿了这个背心我们像环卫工人 phd接了一句：穿个背心的确像环卫工人 但再戴上这个帽子就像建筑工人了-漏掉了今天聚餐的合影（我指菜哈）今天认真测数据但是又有点中暑 以为自己终于能瘦点了 结果晚上给孩子饿坏了 认真干饭完回宿舍 直接胖了两斤 我真谢了自己-这是我在分给小猪好吃的葡萄和乳酸菌之后 剩余的合影 这个葡萄真滴好吃 除了小贵和要洗没别的缺点了-我要下楼拿洗好的衣服 小李问：你要拿个盆啥的吗 我答：根本不用 我直接手提回来（我天天总在干一些莫名其妙的事）-小李给我分享她明天要弄的pre 此处要夸一下 实在太厉害了 会code的人在我心里简直就是一座山（然后激发了我自学python的欲望 希望我不是三分钟热度-小李在给我分享她之前买的华为手机很好用的时候 顺便揭示了一下现在华为芯片的困难 然后我就很感慨 就问小李：诶 那你以后也可能会投入芯片行业诶 那我愿意每天给你捐一块钱搞研发 然后又突发奇想freestyle：你想啊 如果每天让我花两块钱 一个月也就是六十块钱 给腾讯充会员 那我可能不一定愿意 但如果说要我给🇨🇳的芯片事业捐款 那我还是挺愿意的 小李来了句：嗯～中国因为有你而自豪（我俩笑死哈哈哈哈哈-悄悄说：小李每次从背后悄悄抱住我真的好可爱哈哈哈哈 开心一百秒然后小李的另一盏小灯今天归我了嘎嘎嘎 开心加一百秒！ 收起全文d,iPhone客户端,,,https://wx2.sinaimg.cn/thumb150/003tU2Galy1gtle9y599jj63402c0hdv02.jpg https://wx3.sinaimg.cn/thumb150/003tU2Galy1gtldv7gbeyj62c03404qq02.jpg https://wx3.sinaimg.cn/thumb150/003tU2Galy1gtle9vq2llj63402c04qq02.jpg https://wx2.sinaimg.cn/thumb150/003tU2Galy1gtldnjzcz8j62c03404qq02.jpg https://wx2.sinaimg.cn/thumb150/003tU2Galy1gtldnmbfy9j63402c0kjm02.jpg,https://weibo.com/3190268910/Ku5eLA9nX?refer_flag=1001030103_,0,0,0
4671698916085298,2021-08-19 00:14,柚子苏打绿,https://weibo.com/3194337185?refer_flag=1001030103_,家里只有macbook，为了帮我爸备份手机数据转新手机下载了mac华为手机助手，但是搞了一晚上都无法备份成功，简直浪费时间。。。 ​,iPhone客户端,,,,https://weibo.com/3194337185/Ku5dppx3Y?refer_flag=1001030103_,0,0,0
4671698790519704,2021-08-19 00:14,酸橘子bingo,https://weibo.com/5809086923?refer_flag=1001030103_,华为手机nice啊#时代少年团# @时代少年团 舞台真的超棒啊 L酸橘子bingo的微博视频 ​,微博视频号,,,,https://weibo.com/5809086923/Ku5dd2bck?refer_flag=1001030103_,0,0,0
4671697108862871,2021-08-19 00:07,姚向远方,https://weibo.com/5735175339?refer_flag=1001030103_,从“单眼皮”到“双眼皮”从“小眼睛”到“大眼睛”见证成长，共同进步。#华为p50##手机##华为手机# ​,HUAWEI P50 Pro,,,https://wx3.sinaimg.cn/thumb150/006g8d63gy1gtldym622pj60u00u0td102.jpg https://wx3.sinaimg.cn/thumb150/006g8d63gy1gtldyms54vj60u00u0dji02.jpg https://wx3.sinaimg.cn/thumb150/006g8d63gy1gtldync8ucj60u013zaed02.jpg https://wx1.sinaimg.cn/thumb150/006g8d63gy1gtle0srucoj60u00u0tev02.jpg https://wx3.sinaimg.cn/thumb150/006g8d63gy1gtle0u6qylj60u00u0wg802.jpg https://wx4.sinaimg.cn/thumb150/006g8d63gy1gtle0uvl63j60u013z0xr02.jpg,https://weibo.com/5735175339/Ku5auBbDx?refer_flag=1001030103_,0,0,0
4671695930004156,2021-08-19 00:02,第一神探长,https://weibo.com/6379022778?refer_flag=1001030103_,7月30日表态！iQOO8首发骁龙888 ，进级2K LTPO屏，人人会不会动手这款手机，据说超值。华为手机  ​​​​#微博放映厅##宝藏星视频#  L第一神探长的微博视频 ​,微博视频号,,,,https://weibo.com/6379022778/Ku58B0152?refer_flag=1001030103_,0,0,0
4671695811775452,2021-08-19 00:02,抹茶香草挞,https://weibo.com/1865219794?refer_flag=1001030103_,@ 雷总我举报咸鱼用的是华为手机,微博国际版,,,,https://weibo.com/1865219794/Ku58p7rSk?refer_flag=1001030103_,0,0,0
4671695724741088,2021-08-19 00:01,叶身潭,https://weibo.com/1198432330?refer_flag=1001030103_,【华为Mate50Pro渲染图：1寸背屏+2亿液态相机，快充依然第一梯队】华为P50系列的发布，让外界没有预料到，原本外界都以为华为Mate40系列是华为手机的绝唱。而且华为P50Pro的发布，也让外界看到了希望，华为手机并不会绝唱，而且还将会一直发布下去。所以外媒... O网页链接 ​,分享按钮,,,,https://weibo.com/1198432330/Ku58gjTna?refer_flag=1001030103_,0,0,0
4671695438742219,2021-08-19 00:00,你也喜欢香菜吗o,https://weibo.com/5618369389?refer_flag=1001030103_,华为手机原相机磨皮真的好严重这件衣服还不错8    为什么我的刘海是这样子的。不喜欢   （我表情好凶 ​,小米手机,,,https://wx4.sinaimg.cn/thumb150/0068e6x7gy1gtldv9xnpzj322l340kjm.jpg https://wx2.sinaimg.cn/thumb150/0068e6x7gy1gtldvcaqwcj322l340hdu.jpg,https://weibo.com/5618369389/Ku57NAGfx?refer_flag=1001030103_,0,0,0
4671695283555638,2021-08-19 00:00,令狐冲的小迷妹儿,https://weibo.com/6441638217?refer_flag=1001030103_,华为手机不知道能不能用,HUAWEI Mate 40 Pro,,,https://wx3.sinaimg.cn/thumb150/007WWhqNgy1gtahshhuirj33402c0qv6.jpg https://wx3.sinaimg.cn/thumb150/007WWhqNgy1gtahsj34wxj33402c0kjm.jpg,https://weibo.com/6441638217/Ku57yeUZ0?refer_flag=1001030103_,0,0,0
4671695036879760,2021-08-18 23:59,叫我欧阳小白,https://weibo.com/1967397404?refer_flag=1001030103_,#孟晚舟案将于今晚结案#孟晚舟回不回来与否，请大家不要上升到国家和民族的高度，我们中国人的面子也不只是一部华为手机，但是这件事更为我们敲响警钟，自强不息发展我们的科技，才是硬道理，不然以后会有100个孟晚舟被拘禁。 ​,iPhone客户端,,,https://wx4.sinaimg.cn/orj360/00298ZWcly1gtldvi8790j60u0140q6c02.jpg,https://weibo.com/1967397404/Ku579sRJS?refer_flag=1001030103_,1,0,0
4671694897678167,2021-08-18 23:58,爱吃水果的小懒猫的世界,https://weibo.com/6083904082?refer_flag=1001030103_,华为手机我算是服了华为的售后了，2020.10购入一部华为mate30pro，第一台用了几天有问题，七天之内更换了一台，因为手势截屏不常用也没在意，直到最近发现手势截屏时好时坏，长屏截图也不行。去客服中心检测告知我传感器有问题，需要更换主板。曲面屏太金贵，外屏摔裂了，但是不影响使用就一直没更换，现在产品质量有问题却让我更换了屏幕才能给换？这是什么操作？我门外汉，不太懂，求官方解释。     不想换屏的原因主要在于朋友之前在客服中心更换外屏，却把内屏修坏了，修内屏又把玻璃后屏修坏了，自此就有，只要去售后修屏幕就被告知，单修屏幕其他屏幕如果坏了他们不负责？为什么不敢换屏，因为质量无法保证！我想请问，更换主板，关屏幕什么事？这才还没一年呢，即使产品没货，起码保证售后质量吧？？如果想购入华为手机的真的要慎重考虑了。之前的Mate30用了好几年了也没什么事，自从芯片受制以后的产品，就开始质量下降了，售后服务也差了，做人做事都要谦虚踏实，在芯片不受制之前不是想通过服务留住客户吗？这样就能留住客户？ 收起全文d,华为手机超话,,,,https://weibo.com/6083904082/Ku56Vwdrp?refer_flag=1001030103_,0,0,0
4671694734366356,2021-08-18 23:58,奇闻热线,https://weibo.com/7086871913?refer_flag=1001030103_,#iQOO 8# 7月30日亮相！iQOO8首发骁龙888+，升级2K+LTPO屏，大家会不会下手这款手机，听说超值。华为手机 L数码最TOP的微博视频 ​,微博视频号,,,,https://weibo.com/7086871913/Ku56FijT6?refer_flag=1001030103_,0,0,0
4671694318863506,2021-08-18 23:56,老鸡同学,https://weibo.com/6998869743?refer_flag=1001030103_,#数码##孟晚舟未能获释# 虽然说小米和华为天天干#华为#小米发布会上老登干微博上狗蛆干但是华为也挺不容易的，孟晚舟也算是挺命运的不恭的，心疼任正非我们一起投票，把孟晚舟女士夺回中国🇨🇳！@环球时报 @华为手机 O一起联署！要求加拿大放人！ ​,,,,https://wx3.sinaimg.cn/thumb150/007DExJRly1gtldz5ouw5j60u01uo49502.jpg https://wx4.sinaimg.cn/thumb150/007DExJRly1gtldz6dw9oj30u01uoqdw.jpg,https://weibo.com/6998869743/Ku55ZBbNM?refer_flag=1001030103_,0,0,0
4671689255816252,2021-08-18 23:36,酷玩开箱,https://weibo.com/1748428124?refer_flag=1001030103_,华为手机真的有那么好用吗？#华为 ##快手# @快手 L发布会开始了的快手视频 ​,iPhone客户端,,,,https://weibo.com/1748428124/Ku4XPop4w?refer_flag=1001030103_,0,0,0
4671688073021179,2021-08-18 23:31,鼻涕虫王子,https://weibo.com/7659304347?refer_flag=1001030103_,我说，用华为手机的会统治世界 ​,,,,,https://weibo.com/7659304347/Ku4VVcFWH?refer_flag=1001030103_,0,0,0
4671685867081589,2021-08-18 23:22,--_--zip,https://weibo.com/1436656112?refer_flag=1001030103_,//@waylybaye:我来插一句，我几个月前就在我的 iOS 独立 App DAMA 中首先做了这个功能。虽然我不知道华为是怎么想出来这个功能的，但肯定不是只有华为有   //@李小龙Bruce_Lee: 回复@壹阁_TikKa迪加:SORRY忘了说了，只有华为手机有这个功能//@壹阁_TikKa迪加:要等更新吗？～iOS还没有诶,iPhone,,,https://wx4.sinaimg.cn/thumb150/0027GPgdly1gtky5wl6bkj60u817ladl02.jpg https://wx3.sinaimg.cn/thumb150/0027GPgdly1gtky5wve30j60tt0wsn0c02.jpg,https://weibo.com/1436656112/Ku4SmtIfb?refer_flag=1001030103_,0,0,0
4671685356426260,2021-08-18 23:20,飞扬384,https://weibo.com/3518368483?refer_flag=1001030103_,原来华为手机这样清理内存，能清理掉几个G， 太实用了，建议收藏 O网页链接 ​,HUAWEI nova 2s,,,,https://weibo.com/3518368483/Ku4RxqXLm?refer_flag=1001030103_,0,0,0
4671685188650800,2021-08-18 23:20,o天野oG,https://weibo.com/2117289815?refer_flag=1001030103_,#华为负优化#华为手机除了旗舰机，全部手机都有，负优化现象，这么喜欢负优化，谁敢支持，相机真的不能用了，阉割就不用说了，明明支持硬件的非要阉割，用户在花粉俱乐部反馈的问题迟迟到不解决，不解决就算了，还要禁言等等，问客服搞笑的一点都不知道还和复读机一样客服是这样回复的：设计规格是这样的，有啥设计规格硬件支持，软件不支持，还有许多问题得不到解决，华为都听不到用户的心声，作为大厂的风范就这样了吗？ 收起全文d,荣耀30 Pro+ 5G,,,,https://weibo.com/2117289815/Ku4RgAit2?refer_flag=1001030103_,0,0,0
